date,leading_cycle,kospi_credit,kosdaq_credit,adr_kospi,adr_kosdaq
2000-08-25,100.99,3.53,3.32,1.03,0.52
2000-08-26,100.95,3.62,3.27,1.02,0.49
2000-08-27,100.95,3.57,3.39,1.03,0.51
2000-08-28,100.96,3.6,3.24,0.99,0.49
2000-08-29,100.98,3.65,3.32,1.02,0.48
2000-08-30,100.96,3.59,3.23,1.01,0.46
2000-08-31,100.92,3.59,3.27,1.00,0.49
2000-09-01,100.92,3.62,3.26,0.99,0.46
2000-09-02,100.92,3.65,3.23,1.03,0.51
2000-09-03,100.94,3.6,3.21,1.00,0.48
2000-09-04,100.9,3.55,3.2,1.01,0.46
2000-09-05,100.95,3.58,3.19,1.00,0.51
2000-09-06,100.91,3.55,3.16,1.00,0.47
2000-09-07,100.93,3.55,3.12,0.98,0.49
2000-09-08,100.9,3.59,3.07,0.98,0.50
2000-09-09,100.91,3.59,3.12,0.97,0.52
2000-09-10,100.88,3.59,3.06,1.00,0.45
2000-09-11,100.87,3.61,3.03,1.03,0.49
2000-09-12,100.87,3.54,3.1,1.02,0.52
2000-09-13,100.84,3.53,3.01,0.98,0.51
2000-09-14,100.93,3.55,3.02,0.96,0.47
2000-09-15,100.88,3.6,2.94,1.00,0.51
2000-09-16,100.84,3.56,2.99,0.97,0.51
2000-09-17,100.82,3.51,3.01,1.01,0.48
2000-09-18,100.87,3.64,2.92,1.03,0.47
2000-09-19,100.81,3.48,3.01,0.97,0.48
2000-09-20,100.82,3.46,2.99,0.96,0.48
2000-09-21,100.82,3.59,2.95,0.94,0.47
2000-09-22,100.82,3.57,2.96,0.99,0.50
2000-09-23,100.88,3.5,2.9,0.96,0.47
2000-09-24,100.87,3.58,2.91,0.93,0.53
2000-09-25,100.79,3.46,2.83,0.89,0.48
2000-09-26,100.78,3.5,2.82,0.96,0.51
2000-09-27,100.83,3.38,2.83,0.95,0.55
2000-09-28,100.78,3.54,2.86,0.94,0.49
2000-09-29,100.76,3.51,2.79,0.95,0.52
2000-09-30,100.8,3.44,2.82,0.94,0.49
2000-10-01,100.82,3.6,2.84,0.98,0.47
2000-10-02,100.74,3.46,2.75,0.96,0.47
2000-10-03,100.75,3.4,2.75,0.95,0.49
2000-10-04,100.79,3.59,2.78,0.95,0.48
2000-10-05,100.76,3.51,2.68,0.94,0.51
2000-10-06,100.72,3.51,2.72,0.97,0.48
2000-10-07,100.73,3.51,2.64,0.99,0.51
2000-10-08,100.77,3.43,2.73,0.93,0.56
2000-10-09,100.72,3.5,2.73,0.93,0.48
2000-10-10,100.69,3.5,2.7,0.95,0.50
2000-10-11,100.75,3.43,2.71,0.93,0.45
2000-10-12,100.72,3.43,2.69,0.94,0.47
2000-10-13,100.68,3.49,2.63,0.94,0.48
2000-10-14,100.69,3.45,2.66,0.90,0.49
2000-10-15,100.68,3.47,2.63,0.94,0.50
2000-10-16,100.64,3.48,2.65,0.89,0.52
2000-10-17,100.68,3.45,2.55,0.93,0.51
2000-10-18,100.69,3.35,2.57,0.92,0.52
2000-10-19,100.69,3.39,2.58,0.98,0.48
2000-10-20,100.62,3.45,2.49,0.92,0.52
2000-10-21,100.62,3.38,2.53,0.89,0.51
2000-10-22,100.57,3.49,2.53,0.91,0.49
2000-10-23,100.6,3.48,2.5,0.91,0.51
2000-10-24,100.61,3.42,2.55,0.87,0.49
2000-10-25,100.6,3.35,2.48,0.87,0.48
2000-10-26,100.6,3.39,2.44,0.94,0.48
2000-10-27,100.56,3.31,2.47,0.90,0.50
2000-10-28,100.55,3.35,2.46,0.92,0.46
2000-10-29,100.59,3.33,2.41,0.90,0.51
2000-10-30,100.54,3.4,2.37,0.91,0.50
2000-10-31,100.52,3.4,2.37,0.91,0.43
2000-11-01,100.5,3.37,2.35,0.91,0.44
2000-11-02,100.52,3.43,2.37,0.91,0.43
2000-11-03,100.51,3.34,2.3,0.90,0.54
2000-11-04,100.51,3.41,2.4,0.88,0.42
2000-11-05,100.58,3.34,2.34,0.89,0.46
2000-11-06,100.46,3.44,2.36,0.89,0.49
2000-11-07,100.51,3.38,2.31,0.86,0.49
2000-11-08,100.4,3.4,2.33,0.90,0.50
2000-11-09,100.47,3.3,2.32,0.82,0.55
2000-11-10,100.46,3.34,2.23,0.90,0.49
2000-11-11,100.41,3.33,2.26,0.89,0.50
2000-11-12,100.4,3.41,2.23,0.87,0.51
2000-11-13,100.42,3.33,2.3,0.87,0.51
2000-11-14,100.39,3.31,2.18,0.89,0.51
2000-11-15,100.44,3.33,2.22,0.91,0.47
2000-11-16,100.4,3.4,2.2,0.86,0.48
2000-11-17,100.37,3.28,2.23,0.89,0.49
2000-11-18,100.39,3.33,2.15,0.87,0.43
2000-11-19,100.38,3.33,2.17,0.86,0.44
2000-11-20,100.35,3.32,2.17,0.85,0.47
2000-11-21,100.33,3.27,2.08,0.84,0.47
2000-11-22,100.35,3.28,2.19,0.87,0.52
2000-11-23,100.27,3.29,2.15,0.86,0.49
2000-11-24,100.29,3.3,2.12,0.85,0.50
2000-11-25,100.32,3.26,1.97,0.83,0.46
2000-11-26,100.3,3.27,2.06,0.82,0.46
2000-11-27,100.24,3.29,2.09,0.85,0.50
2000-11-28,100.32,3.22,2.11,0.84,0.47
2000-11-29,100.26,3.23,2.07,0.83,0.49
2000-11-30,100.28,3.23,2.11,0.87,0.49
2000-12-01,100.24,3.19,1.99,0.88,0.48
2000-12-02,100.26,3.22,2.03,0.85,0.54
2000-12-03,100.23,3.23,2.05,0.82,0.45
2000-12-04,100.2,3.18,1.91,0.83,0.48
2000-12-05,100.2,3.22,2.04,0.84,0.46
2000-12-06,100.17,3.28,1.97,0.86,0.47
2000-12-07,100.23,3.17,1.95,0.85,0.50
2000-12-08,100.19,3.28,1.99,0.83,0.49
2000-12-09,100.12,3.27,1.95,0.83,0.55
2000-12-10,100.1,3.18,1.93,0.85,0.49
2000-12-11,100.11,3.27,1.95,0.85,0.52
2000-12-12,100.16,3.16,1.85,0.82,0.51
2000-12-13,100.13,3.2,1.95,0.80,0.51
2000-12-14,100.12,3.2,1.93,0.83,0.48
2000-12-15,100.1,3.2,1.97,0.84,0.49
2000-12-16,100.12,3.13,1.82,0.81,0.50
2000-12-17,100.11,3.16,1.87,0.85,0.49
2000-12-18,100.05,3.19,1.85,0.83,0.51
2000-12-19,100.01,3.09,1.76,0.79,0.45
2000-12-20,100.01,3.23,1.81,0.80,0.46
2000-12-21,100.03,3.22,1.89,0.81,0.45
2000-12-22,100.0,3.2,1.81,0.81,0.46
2000-12-23,99.95,3.21,1.82,0.80,0.49
2000-12-24,99.97,3.16,1.82,0.79,0.49
2000-12-25,99.99,3.1,1.79,0.82,0.48
2000-12-26,99.98,3.18,1.78,0.80,0.47
2000-12-27,99.93,3.16,1.83,0.80,0.51
2000-12-28,99.93,3.16,1.82,0.84,0.47
2000-12-29,99.97,3.2,1.78,0.78,0.52
2000-12-30,99.97,3.2,1.73,0.78,0.47
2000-12-31,99.93,3.14,1.73,0.77,0.47
2001-01-01,99.9,3.02,1.77,0.81,0.50
2001-01-02,99.92,3.17,1.79,0.79,0.44
2001-01-03,99.87,3.11,1.79,0.78,0.49
2001-01-04,99.91,3.07,1.63,0.75,0.51
2001-01-05,99.86,3.05,1.72,0.76,0.45
2001-01-06,99.88,3.03,1.72,0.75,0.47
2001-01-07,99.8,3.22,1.7,0.77,0.44
2001-01-08,99.84,3.04,1.61,0.77,0.49
2001-01-09,99.79,3.04,1.73,0.76,0.46
2001-01-10,99.77,3.13,1.7,0.78,0.44
2001-01-11,99.79,2.96,1.65,0.78,0.45
2001-01-12,99.81,3.1,1.67,0.77,0.46
2001-01-13,99.73,3.08,1.67,0.77,0.45
2001-01-14,99.75,3.09,1.62,0.79,0.52
2001-01-15,99.69,3.03,1.62,0.78,0.52
2001-01-16,99.78,3.1,1.64,0.75,0.44
2001-01-17,99.71,3.09,1.69,0.77,0.50
2001-01-18,99.69,3.02,1.67,0.80,0.47
2001-01-19,99.72,3.03,1.67,0.76,0.49
2001-01-20,99.71,3.0,1.63,0.77,0.51
2001-01-21,99.68,3.12,1.64,0.77,0.46
2001-01-22,99.69,3.04,1.63,0.73,0.46
2001-01-23,99.62,2.96,1.62,0.73,0.51
2001-01-24,99.66,3.01,1.52,0.78,0.45
2001-01-25,99.61,3.05,1.6,0.75,0.49
2001-01-26,99.61,2.98,1.6,0.73,0.45
2001-01-27,99.61,3.01,1.56,0.75,0.49
2001-01-28,99.61,3.03,1.55,0.76,0.50
2001-01-29,99.64,2.98,1.58,0.75,0.44
2001-01-30,99.54,2.96,1.6,0.75,0.45
2001-01-31,99.59,3.01,1.54,0.76,0.44
2001-02-01,99.57,2.95,1.6,0.75,0.48
2001-02-02,99.47,2.98,1.52,0.74,0.50
2001-02-03,99.58,2.98,1.6,0.77,0.44
2001-02-04,99.57,3.01,1.48,0.72,0.47
2001-02-05,99.49,2.96,1.56,0.74,0.47
2001-02-06,99.52,2.91,1.57,0.75,0.47
2001-02-07,99.46,2.96,1.55,0.72,0.47
2001-02-08,99.48,3.05,1.58,0.73,0.48
2001-02-09,99.43,2.91,1.58,0.71,0.48
2001-02-10,99.46,3.0,1.53,0.73,0.47
2001-02-11,99.49,3.0,1.56,0.72,0.47
2001-02-12,99.42,2.99,1.46,0.72,0.45
2001-02-13,99.42,2.92,1.49,0.74,0.47
2001-02-14,99.39,2.85,1.57,0.71,0.46
2001-02-15,99.4,2.94,1.54,0.73,0.45
2001-02-16,99.43,3.01,1.5,0.69,0.41
2001-02-17,99.39,2.89,1.54,0.74,0.48
2001-02-18,99.37,2.98,1.54,0.73,0.45
2001-02-19,99.39,2.96,1.51,0.71,0.43
2001-02-20,99.31,2.94,1.57,0.70,0.47
2001-02-21,99.33,2.89,1.53,0.73,0.42
2001-02-22,99.38,2.87,1.41,0.69,0.44
2001-02-23,99.3,2.92,1.5,0.72,0.44
2001-02-24,99.3,2.89,1.48,0.72,0.45
2001-02-25,99.27,2.93,1.52,0.70,0.47
2001-02-26,99.24,2.98,1.52,0.71,0.48
2001-02-27,99.29,2.89,1.51,0.70,0.48
2001-02-28,99.23,2.98,1.56,0.72,0.47
2001-03-01,99.25,2.83,1.49,0.74,0.43
2001-03-02,99.26,2.87,1.47,0.71,0.44
2001-03-03,99.24,2.84,1.55,0.71,0.43
2001-03-04,99.25,2.91,1.47,0.71,0.43
2001-03-05,99.22,2.93,1.42,0.69,0.46
2001-03-06,99.21,2.94,1.57,0.68,0.45
2001-03-07,99.17,2.88,1.54,0.68,0.41
2001-03-08,99.22,2.78,1.42,0.70,0.47
2001-03-09,99.18,2.89,1.5,0.66,0.39
2001-03-10,99.16,2.92,1.56,0.70,0.43
2001-03-11,99.14,2.86,1.45,0.69,0.44
2001-03-12,99.2,2.78,1.46,0.72,0.48
2001-03-13,99.11,2.8,1.55,0.68,0.43
2001-03-14,99.19,2.86,1.49,0.67,0.42
2001-03-15,99.14,2.8,1.55,0.67,0.48
2001-03-16,99.1,2.86,1.47,0.64,0.43
2001-03-17,99.09,2.75,1.5,0.68,0.47
2001-03-18,99.11,2.74,1.46,0.71,0.42
2001-03-19,99.06,2.81,1.5,0.66,0.43
2001-03-20,99.07,2.84,1.5,0.64,0.40
2001-03-21,99.01,2.84,1.55,0.66,0.45
2001-03-22,99.06,2.73,1.51,0.68,0.44
2001-03-23,99.05,2.77,1.51,0.65,0.46
2001-03-24,99.07,2.89,1.51,0.62,0.47
2001-03-25,99.03,2.8,1.49,0.68,0.45
2001-03-26,99.05,2.85,1.53,0.66,0.46
2001-03-27,98.99,2.87,1.55,0.65,0.44
2001-03-28,98.95,2.85,1.51,0.69,0.45
2001-03-29,98.99,2.69,1.45,0.65,0.42
2001-03-30,99.0,2.75,1.54,0.67,0.40
2001-03-31,98.92,2.71,1.58,0.68,0.51
2001-04-01,98.98,2.78,1.52,0.68,0.41
2001-04-02,98.93,2.8,1.55,0.64,0.40
2001-04-03,98.93,2.8,1.44,0.67,0.47
2001-04-04,98.98,2.82,1.51,0.61,0.41
2001-04-05,98.91,2.84,1.49,0.65,0.47
2001-04-06,98.92,2.75,1.47,0.66,0.39
2001-04-07,98.93,2.74,1.53,0.67,0.44
2001-04-08,98.88,2.76,1.5,0.68,0.44
2001-04-09,98.87,2.8,1.51,0.63,0.47
2001-04-10,98.9,2.79,1.56,0.63,0.47
2001-04-11,98.86,2.79,1.5,0.62,0.39
2001-04-12,98.86,2.71,1.49,0.64,0.45
2001-04-13,98.87,2.73,1.48,0.65,0.44
2001-04-14,98.87,2.76,1.46,0.66,0.42
2001-04-15,98.84,2.8,1.56,0.61,0.39
2001-04-16,98.81,2.68,1.5,0.66,0.44
2001-04-17,98.86,2.77,1.42,0.63,0.41
2001-04-18,98.84,2.62,1.59,0.65,0.40
2001-04-19,98.83,2.71,1.52,0.63,0.40
2001-04-20,98.82,2.7,1.54,0.62,0.43
2001-04-21,98.79,2.71,1.58,0.65,0.48
2001-04-22,98.72,2.72,1.46,0.63,0.50
2001-04-23,98.77,2.68,1.62,0.59,0.37
2001-04-24,98.75,2.71,1.49,0.58,0.46
2001-04-25,98.79,2.68,1.49,0.61,0.45
2001-04-26,98.81,2.75,1.53,0.63,0.43
2001-04-27,98.82,2.67,1.49,0.63,0.42
2001-04-28,98.72,2.76,1.5,0.60,0.45
2001-04-29,98.77,2.67,1.45,0.64,0.43
2001-04-30,98.7,2.71,1.57,0.61,0.46
2001-05-01,98.76,2.71,1.55,0.65,0.45
2001-05-02,98.63,2.7,1.53,0.63,0.45
2001-05-03,98.7,2.65,1.56,0.61,0.45
2001-05-04,98.73,2.78,1.52,0.61,0.41
2001-05-05,98.67,2.78,1.51,0.61,0.40
2001-05-06,98.67,2.61,1.55,0.61,0.42
2001-05-07,98.7,2.72,1.54,0.59,0.43
2001-05-08,98.69,2.7,1.55,0.60,0.45
2001-05-09,98.7,2.71,1.54,0.65,0.45
2001-05-10,98.65,2.71,1.51,0.63,0.37
2001-05-11,98.65,2.63,1.62,0.62,0.41
2001-05-12,98.62,2.7,1.56,0.61,0.43
2001-05-13,98.67,2.66,1.54,0.64,0.44
2001-05-14,98.63,2.52,1.5,0.61,0.42
2001-05-15,98.68,2.61,1.54,0.62,0.45
2001-05-16,98.71,2.6,1.52,0.58,0.42
2001-05-17,98.62,2.55,1.5,0.60,0.47
2001-05-18,98.58,2.67,1.53,0.61,0.44
2001-05-19,98.55,2.68,1.58,0.63,0.41
2001-05-20,98.6,2.69,1.56,0.63,0.42
2001-05-21,98.58,2.65,1.55,0.62,0.44
2001-05-22,98.57,2.58,1.56,0.59,0.43
2001-05-23,98.66,2.63,1.55,0.61,0.44
2001-05-24,98.56,2.62,1.54,0.61,0.40
2001-05-25,98.57,2.6,1.54,0.60,0.41
2001-05-26,98.56,2.69,1.63,0.60,0.40
2001-05-27,98.55,2.61,1.56,0.62,0.45
2001-05-28,98.59,2.58,1.53,0.60,0.38
2001-05-29,98.59,2.54,1.64,0.59,0.42
2001-05-30,98.57,2.6,1.54,0.60,0.40
2001-05-31,98.53,2.7,1.55,0.59,0.44
2001-06-01,98.54,2.7,1.59,0.60,0.44
2001-06-02,98.55,2.63,1.54,0.57,0.39
2001-06-03,98.54,2.6,1.57,0.63,0.43
2001-06-04,98.58,2.7,1.47,0.58,0.39
2001-06-05,98.61,2.65,1.56,0.57,0.39
2001-06-06,98.53,2.51,1.61,0.58,0.40
2001-06-07,98.5,2.63,1.54,0.62,0.43
2001-06-08,98.49,2.62,1.58,0.60,0.38
2001-06-09,98.5,2.64,1.63,0.61,0.41
2001-06-10,98.54,2.61,1.53,0.55,0.43
2001-06-11,98.49,2.57,1.57,0.57,0.40
2001-06-12,98.52,2.58,1.66,0.59,0.43
2001-06-13,98.54,2.54,1.52,0.57,0.40
2001-06-14,98.47,2.53,1.59,0.59,0.46
2001-06-15,98.51,2.55,1.59,0.55,0.43
2001-06-16,98.53,2.6,1.57,0.55,0.39
2001-06-17,98.51,2.51,1.5,0.57,0.39
2001-06-18,98.49,2.54,1.54,0.58,0.40
2001-06-19,98.5,2.55,1.52,0.59,0.44
2001-06-20,98.5,2.59,1.55,0.58,0.42
2001-06-21,98.53,2.59,1.59,0.57,0.44
2001-06-22,98.49,2.59,1.6,0.59,0.45
2001-06-23,98.45,2.62,1.56,0.56,0.41
2001-06-24,98.52,2.45,1.56,0.58,0.37
2001-06-25,98.45,2.56,1.59,0.61,0.42
2001-06-26,98.51,2.56,1.53,0.59,0.44
2001-06-27,98.54,2.49,1.57,0.58,0.36
2001-06-28,98.48,2.53,1.53,0.57,0.42
2001-06-29,98.53,2.59,1.59,0.58,0.44
2001-06-30,98.5,2.51,1.58,0.57,0.42
2001-07-01,98.47,2.56,1.6,0.59,0.40
2001-07-02,98.49,2.57,1.61,0.58,0.39
2001-07-03,98.52,2.65,1.53,0.58,0.41
2001-07-04,98.46,2.49,1.58,0.62,0.45
2001-07-05,98.45,2.52,1.63,0.59,0.42
2001-07-06,98.52,2.63,1.63,0.56,0.43
2001-07-07,98.53,2.52,1.58,0.56,0.38
2001-07-08,98.53,2.59,1.52,0.56,0.44
2001-07-09,98.46,2.49,1.56,0.53,0.42
2001-07-10,98.54,2.63,1.61,0.56,0.43
2001-07-11,98.51,2.63,1.62,0.55,0.39
2001-07-12,98.52,2.56,1.62,0.56,0.39
2001-07-13,98.54,2.57,1.61,0.58,0.42
2001-07-14,98.49,2.55,1.54,0.55,0.44
2001-07-15,98.52,2.54,1.62,0.57,0.39
2001-07-16,98.47,2.55,1.62,0.57,0.41
2001-07-17,98.51,2.55,1.58,0.57,0.42
2001-07-18,98.46,2.55,1.52,0.57,0.42
2001-07-19,98.53,2.63,1.63,0.53,0.41
2001-07-20,98.54,2.61,1.66,0.56,0.39
2001-07-21,98.58,2.48,1.6,0.57,0.38
2001-07-22,98.53,2.44,1.62,0.61,0.41
2001-07-23,98.52,2.59,1.66,0.58,0.40
2001-07-24,98.54,2.56,1.62,0.56,0.40
2001-07-25,98.53,2.56,1.66,0.53,0.47
2001-07-26,98.5,2.54,1.62,0.54,0.38
2001-07-27,98.53,2.58,1.61,0.58,0.36
2001-07-28,98.49,2.47,1.6,0.58,0.42
2001-07-29,98.54,2.51,1.6,0.56,0.40
2001-07-30,98.55,2.52,1.66,0.54,0.42
2001-07-31,98.59,2.61,1.64,0.54,0.41
2001-08-01,98.54,2.57,1.68,0.50,0.41
2001-08-02,98.52,2.45,1.67,0.57,0.38
2001-08-03,98.54,2.54,1.66,0.57,0.35
2001-08-04,98.51,2.49,1.68,0.59,0.40
2001-08-05,98.53,2.47,1.63,0.58,0.40
2001-08-06,98.55,2.48,1.71,0.54,0.42
2001-08-07,98.56,2.43,1.65,0.53,0.38
2001-08-08,98.59,2.67,1.62,0.55,0.37
2001-08-09,98.54,2.44,1.66,0.56,0.34
2001-08-10,98.56,2.52,1.6,0.57,0.35
2001-08-11,98.57,2.6,1.7,0.56,0.36
2001-08-12,98.56,2.5,1.68,0.56,0.41
2001-08-13,98.55,2.38,1.58,0.52,0.43
2001-08-14,98.6,2.57,1.64,0.57,0.43
2001-08-15,98.53,2.49,1.6,0.55,0.44
2001-08-16,98.55,2.59,1.63,0.57,0.41
2001-08-17,98.54,2.44,1.66,0.54,0.43
2001-08-18,98.54,2.54,1.64,0.58,0.42
2001-08-19,98.62,2.53,1.68,0.56,0.42
2001-08-20,98.53,2.5,1.67,0.53,0.41
2001-08-21,98.58,2.52,1.67,0.56,0.44
2001-08-22,98.54,2.38,1.62,0.54,0.41
2001-08-23,98.61,2.54,1.71,0.57,0.39
2001-08-24,98.59,2.51,1.67,0.51,0.39
2001-08-25,98.53,2.51,1.64,0.51,0.40
2001-08-26,98.57,2.45,1.67,0.56,0.44
2001-08-27,98.62,2.54,1.63,0.57,0.38
2001-08-28,98.6,2.5,1.59,0.53,0.41
2001-08-29,98.63,2.47,1.7,0.55,0.40
2001-08-30,98.58,2.54,1.72,0.57,0.37
2001-08-31,98.61,2.53,1.65,0.54,0.41
2001-09-01,98.6,2.44,1.72,0.57,0.37
2001-09-02,98.65,2.48,1.68,0.51,0.38
2001-09-03,98.59,2.43,1.66,0.54,0.39
2001-09-04,98.58,2.4,1.69,0.58,0.39
2001-09-05,98.59,2.5,1.58,0.58,0.44
2001-09-06,98.63,2.47,1.66,0.55,0.37
2001-09-07,98.65,2.49,1.7,0.57,0.38
2001-09-08,98.63,2.53,1.66,0.56,0.42
2001-09-09,98.63,2.49,1.72,0.55,0.40
2001-09-10,98.62,2.54,1.71,0.56,0.41
2001-09-11,98.62,2.54,1.68,0.59,0.41
2001-09-12,98.63,2.46,1.65,0.56,0.39
2001-09-13,98.66,2.49,1.68,0.55,0.42
2001-09-14,98.68,2.55,1.7,0.59,0.42
2001-09-15,98.6,2.53,1.62,0.57,0.41
2001-09-16,98.63,2.5,1.76,0.54,0.38
2001-09-17,98.59,2.43,1.67,0.55,0.40
2001-09-18,98.69,2.42,1.67,0.57,0.41
2001-09-19,98.71,2.55,1.68,0.59,0.40
2001-09-20,98.71,2.51,1.67,0.55,0.46
2001-09-21,98.66,2.48,1.67,0.56,0.46
2001-09-22,98.7,2.56,1.65,0.56,0.43
2001-09-23,98.71,2.46,1.71,0.58,0.46
2001-09-24,98.7,2.56,1.71,0.61,0.48
2001-09-25,98.71,2.59,1.78,0.61,0.46
2001-09-26,98.73,2.55,1.74,0.56,0.45
2001-09-27,98.76,2.55,1.69,0.58,0.49
2001-09-28,98.71,2.53,1.67,0.64,0.45
2001-09-29,98.7,2.6,1.68,0.58,0.45
2001-09-30,98.74,2.53,1.76,0.61,0.44
2001-10-01,98.7,2.48,1.73,0.58,0.48
2001-10-02,98.71,2.6,1.74,0.63,0.48
2001-10-03,98.76,2.47,1.75,0.65,0.47
2001-10-04,98.81,2.52,1.69,0.65,0.48
2001-10-05,98.78,2.5,1.68,0.62,0.50
2001-10-06,98.71,2.46,1.76,0.65,0.51
2001-10-07,98.73,2.48,1.72,0.63,0.52
2001-10-08,98.77,2.57,1.79,0.68,0.55
2001-10-09,98.75,2.58,1.71,0.64,0.58
2001-10-10,98.82,2.56,1.75,0.64,0.58
2001-10-11,98.73,2.58,1.72,0.67,0.54
2001-10-12,98.76,2.49,1.72,0.66,0.57
2001-10-13,98.8,2.55,1.75,0.67,0.53
2001-10-14,98.84,2.47,1.76,0.66,0.54
2001-10-15,98.75,2.56,1.77,0.64,0.58
2001-10-16,98.8,2.56,1.77,0.69,0.63
2001-10-17,98.82,2.47,1.79,0.68,0.64
2001-10-18,98.86,2.6,1.74,0.72,0.56
2001-10-19,98.87,2.55,1.8,0.72,0.59
2001-10-20,98.84,2.61,1.69,0.69,0.59
2001-10-21,98.8,2.57,1.75,0.73,0.66
2001-10-22,98.82,2.62,1.74,0.72,0.63
2001-10-23,98.84,2.57,1.75,0.74,0.68
2001-10-24,98.77,2.46,1.75,0.73,0.64
2001-10-25,98.91,2.51,1.76,0.70,0.63
2001-10-26,98.91,2.55,1.79,0.76,0.71
2001-10-27,98.87,2.51,1.73,0.71,0.69
2001-10-28,98.85,2.56,1.74,0.74,0.69
2001-10-29,98.85,2.57,1.82,0.74,0.69
2001-10-30,98.94,2.52,1.79,0.77,0.73
2001-10-31,98.85,2.53,1.71,0.77,0.73
2001-11-01,98.94,2.54,1.82,0.83,0.69
2001-11-02,98.86,2.45,1.85,0.78,0.72
2001-11-03,98.85,2.52,1.83,0.76,0.78
2001-11-04,98.9,2.56,1.84,0.81,0.76
2001-11-05,98.9,2.61,1.73,0.77,0.78
2001-11-06,98.96,2.55,1.79,0.79,0.71
2001-11-07,98.9,2.53,1.78,0.80,0.78
2001-11-08,98.95,2.57,1.8,0.84,0.80
2001-11-09,98.92,2.65,1.73,0.80,0.79
2001-11-10,98.89,2.65,1.71,0.82,0.86
2001-11-11,98.99,2.58,1.81,0.86,0.81
2001-11-12,98.96,2.55,1.82,0.83,0.79
2001-11-13,99.02,2.65,1.77,0.85,0.84
2001-11-14,99.0,2.53,1.79,0.88,0.86
2001-11-15,98.97,2.65,1.74,0.88,0.86
2001-11-16,99.0,2.57,1.74,0.88,0.84
2001-11-17,99.01,2.58,1.72,0.86,0.89
2001-11-18,99.01,2.51,1.79,0.88,0.89
2001-11-19,98.96,2.56,1.85,0.89,0.91
2001-11-20,99.02,2.53,1.8,0.89,0.91
2001-11-21,99.01,2.67,1.83,0.91,0.90
2001-11-22,98.97,2.54,1.84,0.92,0.93
2001-11-23,99.04,2.58,1.79,0.90,0.92
2001-11-24,99.04,2.63,1.71,0.94,0.92
2001-11-25,99.02,2.66,1.76,0.92,0.94
2001-11-26,99.06,2.56,1.83,0.93,0.94
2001-11-27,99.02,2.54,1.83,0.93,0.94
2001-11-28,99.05,2.7,1.85,0.98,0.97
2001-11-29,99.01,2.64,1.86,0.98,0.96
2001-11-30,99.09,2.72,1.9,0.96,1.01
2001-12-01,99.05,2.65,1.92,0.97,1.02
2001-12-02,99.11,2.6,1.77,0.96,0.99
2001-12-03,99.03,2.67,1.82,0.96,0.99
2001-12-04,99.08,2.61,1.8,1.01,1.01
2001-12-05,99.11,2.64,1.85,1.01,1.01
2001-12-06,99.05,2.73,1.88,1.02,1.04
2001-12-07,99.14,2.54,1.87,1.02,1.06
2001-12-08,99.07,2.67,1.88,1.02,1.10
2001-12-09,99.15,2.69,1.91,0.99,1.06
2001-12-10,99.13,2.61,1.82,1.06,1.06
2001-12-11,99.13,2.7,1.8,1.05,1.13
2001-12-12,99.17,2.66,1.82,1.06,1.14
2001-12-13,99.12,2.64,1.86,1.08,1.14
2001-12-14,99.15,2.7,1.78,1.09,1.17
2001-12-15,99.12,2.61,1.89,1.03,1.10
2001-12-16,99.16,2.67,1.87,1.08,1.20
2001-12-17,99.19,2.64,1.79,1.06,1.18
2001-12-18,99.17,2.6,1.85,1.15,1.18
2001-12-19,99.17,2.69,1.86,1.10,1.19
2001-12-20,99.18,2.71,1.97,1.08,1.22
2001-12-21,99.15,2.8,1.82,1.12,1.20
2001-12-22,99.17,2.64,1.89,1.14,1.19
2001-12-23,99.22,2.66,1.84,1.11,1.19
2001-12-24,99.2,2.72,1.91,1.13,1.24
2001-12-25,99.22,2.66,1.85,1.13,1.24
2001-12-26,99.17,2.69,1.88,1.15,1.25
2001-12-27,99.23,2.67,1.91,1.19,1.28
2001-12-28,99.26,2.72,1.89,1.14,1.27
2001-12-29,99.26,2.77,1.81,1.16,1.28
2001-12-30,99.26,2.59,1.85,1.15,1.32
2001-12-31,99.33,2.64,1.83,1.15,1.29
2002-01-01,99.28,2.75,1.9,1.17,1.32
2002-01-02,99.27,2.8,1.87,1.21,1.31
2002-01-03,99.33,2.8,1.84,1.21,1.37
2002-01-04,99.26,2.75,1.88,1.26,1.33
2002-01-05,99.31,2.73,1.87,1.21,1.32
2002-01-06,99.36,2.57,1.93,1.23,1.32
2002-01-07,99.33,2.72,1.84,1.26,1.36
2002-01-08,99.37,2.67,1.89,1.22,1.37
2002-01-09,99.37,2.65,1.9,1.25,1.37
2002-01-10,99.35,2.76,1.87,1.25,1.36
2002-01-11,99.37,2.79,1.87,1.23,1.39
2002-01-12,99.42,2.68,1.86,1.25,1.42
2002-01-13,99.4,2.73,1.85,1.24,1.38
2002-01-14,99.36,2.82,1.92,1.24,1.41
2002-01-15,99.35,2.65,1.95,1.26,1.46
2002-01-16,99.4,2.73,1.86,1.26,1.40
2002-01-17,99.33,2.69,1.91,1.26,1.40
2002-01-18,99.39,2.84,1.93,1.28,1.45
2002-01-19,99.39,2.71,1.95,1.28,1.43
2002-01-20,99.41,2.89,1.9,1.29,1.46
2002-01-21,99.39,2.66,1.87,1.29,1.45
2002-01-22,99.48,2.76,1.8,1.31,1.47
2002-01-23,99.42,2.76,1.96,1.30,1.52
